summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward
우찬굳,Victory,19m 48s,Lee Sin,Smite,Flash,8,1,8,12,73,138,4
우찬굳,Victory,23m 52s,Graves,Smite,Flash,5,2,9,15,58,184,3
우찬굳,Victory,26m 52s,Rek'Sai,Smite,Flash,6,5,5,15,35,160,3
우찬굳,Victory,24m 22s,Graves,Smite,Flash,5,4,15,14,59,176,4
유튜브야망구독,Victory,24m 41s,Diana,Flash,Mark,12,11,21,18,52,50,0
유튜브야망구독,Victory,25m 9s,Qiyana,Flash,Ignite,4,6,11,13,47,146,5
유튜브야망구독,Defeat,22m 27s,Qiyana,Flash,Ignite,5,4,5,14,63,177,3
유튜브야망구독,Victory,26m 31s,Qiyana,Flash,Ignite,8,2,8,16,48,201,3
유튜브야망구독,Victory,15m 38s,Qiyana,Flash,Ignite,2,0,3,11,50,118,2
유튜브야망구독,Victory,36m 19s,Yasuo,Flash,Exhaust,5,9,10,18,36,255,1
유튜브야망구독,Defeat,25m 40s,Qiyana,Flash,Ignite,10,6,3,14,46,176,4
유튜브야망구독,Victory,15m 49s,Qiyana,Flash,Ignite,3,2,2,11,19,124,2
유튜브야망구독,Victory,26m 47s,Qiyana,Flash,Ignite,4,7,8,15,32,189,2
유튜브야망구독,Victory,33m 52s,Qiyana,Flash,Ignite,9,9,6,17,54,231,5
유튜브야망구독,Victory,21m 41s,Qiyana,Flash,Ignite,7,2,8,14,54,140,6
유튜브야망구독,Victory,19m 40s,Xayah,Flash,Cleanse,11,8,23,18,63,87,0
유튜브야망구독,Victory,26m 31s,Yone,Flash,Ignite,4,4,7,14,37,179,0
유튜브야망구독,Victory,20m 34s,Qiyana,Flash,Ignite,4,0,4,13,42,158,2
유튜브야망구독,Victory,15m 12s,Yasuo,Flash,Exhaust,4,0,4,12,42,140,2
유튜브야망구독,Victory,28m 39s,Qiyana,Flash,Ignite,12,7,5,17,55,190,7
유튜브야망구독,Defeat,27m 41s,Qiyana,Flash,Ignite,6,10,3,15,35,178,1
유튜브야망구독,Defeat,16m 7s,Qiyana,Flash,Ignite,3,6,1,10,67,108,1
유튜브야망구독,Defeat,29m 5s,Qiyana,Flash,Ignite,3,6,6,16,33,180,4
유튜브야망구독,Defeat,28m 0s,Qiyana,Flash,Ignite,9,6,4,16,38,200,4
호랑이는공룡알,Defeat,38m 16s,LeBlanc,Ignite,Flash,10,9,8,16,62,191,5
호랑이는공룡알,Defeat,27m 40s,Vex,Ignite,Flash,3,11,4,13,47,178,5
호랑이는공룡알,Victory,31m 11s,LeBlanc,Teleport,Flash,6,3,4,16,32,217,4
호랑이는공룡알,Victory,15m 59s,LeBlanc,Ignite,Flash,5,1,3,11,36,121,2
호랑이는공룡알,Defeat,22m 31s,Yone,Teleport,Flash,6,7,2,13,47,201,2
호랑이는공룡알,Victory,26m 49s,Sylas,Teleport,Flash,7,6,13,16,50,188,5
호랑이는공룡알,Victory,24m 5s,Sylas,Teleport,Flash,11,3,8,14,63,200,2
호랑이는공룡알,Defeat,25m 50s,Ahri,Ignite,Flash,6,2,6,15,86,227,2
호랑이는공룡알,Victory,34m 54s,Yone,Teleport,Flash,4,8,16,18,54,256,3
호랑이는공룡알,Victory,28m 0s,Sylas,Teleport,Flash,18,5,7,17,64,200,3
호랑이는공룡알,Victory,27m 7s,LeBlanc,Ignite,Flash,11,7,5,15,36,185,2
호랑이는공룡알,Victory,24m 37s,Vex,Ignite,Flash,11,4,6,15,59,174,2
호랑이는공룡알,Defeat,31m 42s,Ahri,Exhaust,Flash,9,3,9,16,69,232,1
호랑이는공룡알,Defeat,42m 47s,Renekton,Ignite,Flash,8,11,13,18,58,275,6
호랑이는공룡알,Defeat,16m 19s,Ahri,Teleport,Flash,1,4,1,10,33,127,3
호랑이는공룡알,Defeat,20m 3s,LeBlanc,Ignite,Flash,2,7,1,10,38,120,4
호랑이는공룡알,Victory,22m 8s,Ahri,Teleport,Flash,3,2,4,12,35,160,4
호랑이는공룡알,Defeat,21m 58s,LeBlanc,Teleport,Flash,2,3,1,13,30,171,3
호랑이는공룡알,Victory,22m 57s,Akali,Teleport,Flash,8,2,2,13,33,183,6
호랑이는공룡알,Victory,11m 8s,Kayn,Mark,Flash,6,6,7,11,52,28,0
DK Lucid,Victory,21m 34s,Graves,Smite,Flash,14,3,9,14,74,168,4
DK Lucid,Victory,21m 18s,Ezreal,Heal,Flash,5,3,9,12,61,149,1
DK Lucid,Victory,26m 25s,Viego,Smite,Flash,12,2,14,15,76,148,14
DK Lucid,Defeat,28m 6s,Karma,Ignite,Flash,3,6,11,12,54,20,15
DK Lucid,Defeat,20m 11s,Leona,Ignite,Flash,1,9,9,9,67,24,7
DK Lucid,Defeat,17m 4s,Karma,Ignite,Flash,1,7,9,8,71,11,8
DK Lucid,Victory,21m 51s,Nidalee,Smite,Flash,5,2,9,12,67,144,6
DK Lucid,Victory,23m 10s,Diana,Smite,Flash,10,2,14,15,67,202,5
DK Lucid,Defeat,15m 58s,Akali,Teleport,Flash,0,3,1,10,13,94,1
DK Lucid,Defeat,24m 52s,Viego,Smite,Flash,5,6,2,12,70,150,4
DK Lucid,Defeat,28m 12s,Nidalee,Smite,Flash,7,9,4,12,52,143,6
DK Lucid,Defeat,26m 16s,Trundle,Smite,Flash,3,6,6,13,45,118,5
DK Lucid,Defeat,16m 27s,Trundle,Smite,Flash,3,1,2,9,71,85,1
DK Lucid,Victory,27m 38s,Trundle,Smite,Flash,4,5,12,13,50,114,7
DK Lucid,Defeat,23m 31s,Akali,Teleport,Flash,6,5,4,13,43,146,6
DK Lucid,Victory,20m 59s,Trundle,Smite,Flash,8,1,3,11,73,92,5
DK Lucid,Defeat,28m 3s,Twisted Fate,Teleport,Flash,3,6,7,14,56,161,6
DK Lucid,Defeat,31m 42s,Irelia,Teleport,Flash,5,10,5,17,26,240,5
DK Lucid,Victory,31m 22s,Graves,Smite,Flash,13,2,13,18,67,244,6
DK Lucid,Defeat,27m 40s,Viego,Smite,Flash,4,9,8,14,52,134,13
행복한 태윤이,Victory,21m 5s,Xayah,Flash,Heal,9,3,8,13,59,193,3
행복한 태윤이,Victory,32m 52s,Samira,Flash,Cleanse,8,4,4,17,44,295,5
행복한 태윤이,Victory,15m 35s,Twitch,Flash,Cleanse,10,3,2,10,46,101,6
행복한 태윤이,Victory,21m 44s,Xayah,Flash,Heal,6,4,6,13,41,203,3
행복한 태윤이,Defeat,19m 39s,Kalista,Flash,Cleanse,3,6,4,11,35,169,1
행복한 태윤이,Victory,31m 50s,Varus,Flash,Cleanse,14,8,12,16,53,236,12
행복한 태윤이,Victory,31m 28s,Aphelios,Flash,Heal,3,4,10,16,43,281,7
행복한 태윤이,Victory,33m 55s,Xayah,Flash,Heal,7,5,15,18,51,257,7
행복한 태윤이,Victory,20m 48s,Caitlyn,Flash,Cleanse,10,1,6,13,59,198,3
행복한 태윤이,Victory,18m 48s,Aphelios,Flash,Heal,6,6,5,11,37,131,4
행복한 태윤이,Victory,19m 51s,Twitch,Flash,Cleanse,15,3,4,12,51,159,3
행복한 태윤이,Victory,18m 25s,Xayah,Flash,Heal,4,2,6,11,53,188,5
행복한 태윤이,Victory,28m 9s,Xayah,Flash,Heal,12,2,10,16,56,269,6
행복한 태윤이,Defeat,20m 41s,Samira,Flash,Heal,4,5,1,11,42,172,5
행복한 태윤이,Defeat,20m 21s,Caitlyn,Flash,Heal,4,5,3,11,58,182,3
행복한 태윤이,Victory,19m 49s,Xayah,Flash,Heal,5,6,13,12,51,134,1
행복한 태윤이,Defeat,17m 0s,Diana,Smite,Flash,4,3,1,10,71,97,4
행복한 태윤이,Victory,19m 29s,Diana,Smite,Flash,11,3,8,13,58,156,4
행복한 태윤이,Defeat,26m 26s,Vayne,Flash,Heal,6,12,1,14,32,174,4
행복한 태윤이,Defeat,18m 15s,Rumble,Flash,Ignite,4,7,2,11,38,98,3
M to U,Victory,38m 16s,Kennen,Teleport,Flash,7,8,9,18,47,257,3
M to U,Victory,23m 39s,Nocturne,Smite,Flash,13,2,9,14,59,140,2
M to U,Defeat,31m 11s,Karthus,Smite,Flash,9,5,9,17,72,228,6
M to U,Victory,15m 59s,Jarvan IV,Smite,Flash,4,2,13,11,77,78,3
M to U,Victory,27m 8s,Kayn,Smite,Flash,9,4,3,15,52,185,3
M to U,Defeat,28m 37s,Nocturne,Smite,Flash,10,6,11,14,78,144,6
M to U,Defeat,16m 7s,Evelynn,Smite,Flash,4,5,0,9,57,81,1
M to U,Victory,24m 26s,Nocturne,Smite,Flash,11,3,18,15,59,159,3
M to U,Victory,21m 40s,Talon,Smite,Flash,12,1,4,14,48,161,5
M to U,Victory,24m 5s,Nocturne,Smite,Flash,6,5,11,14,52,157,6
M to U,Defeat,39m 1s,Kha'Zix,Smite,Flash,9,9,8,17,59,219,3
M to U,Defeat,22m 8s,Sejuani,Smite,Flash,2,3,9,12,55,128,6
M to U,Victory,18m 48s,Nocturne,Smite,Flash,13,0,4,13,57,162,4
M to U,Victory,16m 6s,Viego,Smite,Flash,7,1,6,10,54,93,7
M to U,Defeat,28m 53s,Renata Glasc,Exhaust,Flash,1,9,12,12,52,46,5
M to U,Defeat,20m 3s,Lee Sin,Smite,Flash,0,4,1,10,25,99,5
M to U,Victory,39m 24s,Kayn,Smite,Flash,12,5,4,18,64,292,5
M to U,Defeat,15m 20s,Wukong,Smite,Flash,0,4,0,9,0,83,1
M to U,Victory,19m 28s,Wukong,Smite,Flash,4,1,21,12,81,109,4
M to U,Victory,25m 31s,Kha'Zix,Smite,Flash,13,4,3,15,59,178,5
Mg mid,Defeat,22m 43s,Sylas,Teleport,Flash,5,6,14,14,86,174,4
Mg mid,Victory,27m 9s,Akali,Ignite,Teleport,10,7,15,16,50,168,2
Mg mid,Defeat,25m 9s,Karthus,Smite,Flash,5,5,5,13,59,153,4
Mg mid,Defeat,23m 35s,Sylas,Teleport,Flash,2,2,8,13,83,191,2
Mg mid,Defeat,23m 15s,Ahri,Ignite,Flash,1,8,3,12,33,149,3
Mg mid,Victory,15m 20s,Sylas,Teleport,Flash,8,0,6,11,61,128,2
Mg mid,Victory,14m 29s,Sylas,Teleport,Flash,5,1,1,11,38,119,1
Mg mid,Defeat,23m 46s,Viego,Smite,Flash,8,6,2,11,71,110,8
Mg mid,Victory,25m 32s,Ahri,Teleport,Flash,3,4,8,15,28,178,2
Mg mid,Victory,15m 34s,Ahri,Teleport,Flash,2,0,3,11,18,132,2
Mg mid,Defeat,27m 27s,Akali,Ignite,Flash,8,10,5,15,43,172,2
Mg mid,Victory,19m 24s,Sylas,Teleport,Flash,10,4,7,12,47,129,2
Mg mid,Defeat,22m 5s,Akali,Ignite,Teleport,7,8,2,12,69,105,2
Mg mid,Defeat,24m 49s,Karthus,Smite,Flash,8,7,2,12,59,137,4
Mg mid,Victory,25m 45s,Akali,Teleport,Flash,8,1,6,15,41,189,4
Mg mid,Defeat,30m 20s,Vex,Ignite,Flash,7,8,7,15,54,170,4
Mg mid,Victory,15m 29s,Sion,Teleport,Flash,1,1,6,10,27,103,1
Mg mid,Victory,21m 28s,Vex,Ignite,Flash,12,3,5,13,71,142,2
Mg mid,Victory,31m 14s,Sylas,Ignite,Flash,7,7,12,16,48,186,3
Mg mid,Victory,26m 40s,Sylas,Teleport,Flash,9,4,7,15,53,188,2
LSB Winter,Victory,27m 40s,LeBlanc,Ignite,Flash,9,4,13,15,58,166,2
LSB Winter,Remake,3m 17s,Viego,Smite,Flash,0,0,0,3,0,16,0
LSB Winter,Defeat,28m 18s,Viktor,Teleport,Flash,0,4,1,14,14,227,3
LSB Winter,Victory,21m 18s,Ahri,Teleport,Flash,2,3,7,14,28,172,3
LSB Winter,Victory,21m 22s,Azir,Ignite,Flash,10,3,4,14,48,189,1
LSB Winter,Defeat,16m 30s,Zoe,Ignite,Flash,0,3,1,10,20,115,2
LSB Winter,Victory,15m 19s,Sylas,Teleport,Flash,3,4,5,10,25,101,2
LSB Winter,Victory,23m 7s,Twisted Fate,Ignite,Flash,12,0,10,15,69,188,1
LSB Winter,Victory,25m 2s,Lucian,Cleanse,Flash,7,2,4,14,52,185,2
LSB Winter,Defeat,33m 24s,Viego,Smite,Flash,10,5,10,15,77,168,13
LSB Winter,Victory,18m 48s,Syndra,Teleport,Flash,9,1,4,13,43,166,2
LSB Winter,Defeat,16m 6s,LeBlanc,Teleport,Flash,1,3,1,10,40,112,0
LSB Winter,Victory,28m 53s,Syndra,Teleport,Flash,10,4,9,16,42,241,1
LSB Winter,Defeat,25m 4s,Ahri,Exhaust,Flash,2,11,1,11,19,142,1
LSB Winter,Victory,27m 48s,Galio,Teleport,Flash,4,4,15,15,63,175,5
LSB Winter,Defeat,32m 14s,LeBlanc,Ignite,Flash,12,5,5,17,38,232,1
LSB Winter,Defeat,17m 2s,Viktor,Teleport,Flash,3,3,1,12,100,154,1
LSB Winter,Victory,20m 3s,Ahri,Ignite,Flash,8,3,4,13,55,137,4
LSB Winter,Victory,17m 0s,Sylas,Teleport,Flash,10,1,2,12,38,150,2
LSB Winter,Defeat,19m 29s,Ahri,Ignite,Flash,4,6,5,12,47,113,3
광팔햄,Defeat,25m 35s,Ashe,Flash,Exhaust,1,8,6,12,47,60,7
광팔햄,Defeat,20m 30s,Miss Fortune,Flash,Heal,0,9,3,9,60,101,2
광팔햄,Victory,15m 29s,Renata Glasc,Flash,Ignite,2,4,13,8,58,9,3
광팔햄,Defeat,23m 32s,Senna,Flash,Heal,0,8,6,10,60,33,4
광팔햄,Victory,25m 7s,Renata Glasc,Flash,Ignite,5,4,21,13,74,27,10
광팔햄,Defeat,35m 54s,Nautilus,Flash,Ignite,3,10,17,15,63,38,12
광팔햄,Defeat,28m 58s,Rumble,Flash,Ignite,5,10,10,15,63,177,5
광팔햄,Victory,34m 8s,Vex,Flash,Ignite,12,5,18,17,75,212,2
광팔햄,Victory,26m 58s,Cassiopeia,Flash,Teleport,10,4,15,16,56,210,4
광팔햄,Victory,27m 17s,Renata Glasc,Flash,Ignite,4,2,23,14,100,14,11
광팔햄,Defeat,24m 26s,Vladimir,Flash,Ignite,9,6,1,13,40,177,0
광팔햄,Victory,32m 57s,Kassadin,Flash,Ignite,8,6,8,18,28,215,3
광팔햄,Victory,17m 15s,Orianna,Flash,Ignite,3,4,1,12,27,134,1
광팔햄,Defeat,32m 43s,Kayn,Smite,Flash,15,11,9,17,59,195,0
광팔햄,Victory,34m 30s,Gwen,Smite,Flash,8,8,4,18,32,251,5
광팔햄,Defeat,12m 44s,Aatrox,Flash,Ignite,3,3,0,8,60,82,0
광팔햄,Victory,15m 42s,Vladimir,Flash,Ignite,10,3,1,12,55,129,1
광팔햄,Victory,23m 53s,Xayah,Flash,Cleanse,9,3,9,15,69,202,6
광팔햄,Victory,24m 6s,Viktor,Flash,Cleanse,9,3,3,14,43,175,3
광팔햄,Victory,35m 30s,Lucian,Flash,Exhaust,18,8,11,18,64,303,3
폭탄목걸이수련법,Defeat,15m 41s,Gangplank,Flash,Teleport,0,0,0,11,0,145,3
폭탄목걸이수련법,Victory,22m 8s,Jayce,Flash,Teleport,0,2,3,13,10,173,4
폭탄목걸이수련법,Defeat,15m 23s,Jayce,Flash,Teleport,0,2,2,10,67,125,3
폭탄목걸이수련법,Defeat,30m 19s,Kennen,Flash,Teleport,3,8,3,15,33,224,2
폭탄목걸이수련법,Defeat,19m 24s,Irelia,Flash,Teleport,0,8,2,10,18,105,2
폭탄목걸이수련법,Defeat,38m 10s,Gangplank,Flash,Teleport,7,4,14,18,62,292,8
폭탄목걸이수련법,Victory,21m 28s,Jax,Flash,Teleport,5,3,3,14,32,178,2
폭탄목걸이수련법,Defeat,27m 17s,Gangplank,Flash,Teleport,2,3,2,15,36,250,6
폭탄목걸이수련법,Victory,20m 15s,Graves,Flash,Teleport,3,1,0,13,23,200,3
폭탄목걸이수련법,Victory,20m 30s,Gangplank,Flash,Teleport,4,1,3,13,23,182,3
폭탄목걸이수련법,Defeat,18m 26s,Graves,Flash,Teleport,1,7,2,10,21,126,1
폭탄목걸이수련법,Defeat,30m 34s,Camille,Flash,Teleport,1,5,10,15,32,155,3
폭탄목걸이수련법,Victory,20m 29s,Camille,Flash,Teleport,4,1,4,13,33,150,4
폭탄목걸이수련법,Victory,26m 52s,Graves,Flash,Teleport,3,5,9,15,39,189,6
폭탄목걸이수련법,Victory,26m 12s,Gwen,Ghost,Ignite,4,2,12,16,46,207,7
폭탄목걸이수련법,Victory,32m 20s,Gangplank,Flash,Teleport,3,3,11,17,30,226,3
폭탄목걸이수련법,Victory,35m 5s,Graves,Flash,Teleport,14,5,11,18,57,291,8
폭탄목걸이수련법,Defeat,18m 26s,Renekton,Flash,Teleport,1,4,3,12,24,157,3
폭탄목걸이수련법,Defeat,25m 18s,Akali,Ignite,Teleport,4,4,3,13,26,176,4
폭탄목걸이수련법,Victory,23m 26s,Irelia,Flash,Teleport,6,5,2,15,29,210,6
Azhy,Defeat,21m 5s,Riven,Ignite,Flash,6,2,4,13,71,184,3
Azhy,Defeat,31m 11s,Riven,Ignite,Flash,2,6,4,16,24,204,2
Azhy,Defeat,24m 51s,Riven,Ignite,Flash,5,7,3,13,42,162,3
Azhy,Defeat,21m 50s,Galio,Mark,Flash,7,14,26,18,80,45,0
Azhy,Defeat,22m 34s,Kalista,Cleanse,Flash,23,10,12,17,74,78,0
Azhy,Defeat,17m 46s,Jayce,Exhaust,Flash,8,6,22,16,86,121,0
Azhy,Defeat,23m 59s,Riven,Ignite,Flash,8,6,7,13,83,154,2
Azhy,Victory,18m 59s,Riven,Ignite,Flash,6,0,2,13,31,161,1
Azhy,Defeat,28m 47s,Riven,Ignite,Flash,3,6,5,15,33,218,4
Azhy,Victory,33m 56s,Riven,Ignite,Flash,10,5,16,18,55,270,4
Azhy,Defeat,27m 23s,Riven,Ignite,Flash,3,2,5,15,31,216,2
Azhy,Defeat,29m 7s,Riven,Ignite,Flash,1,3,1,16,11,234,2
Azhy,Defeat,26m 35s,Riven,Ignite,Flash,4,6,5,16,43,227,2
Azhy,Victory,24m 1s,Riven,Ignite,Flash,5,5,3,14,30,151,4
Azhy,Victory,20m 35s,Riven,Ignite,Flash,5,2,5,13,32,153,3
Azhy,Victory,25m 12s,Riven,Ignite,Flash,10,1,4,16,54,219,3
Azhy,Victory,28m 47s,Riven,Ignite,Flash,16,1,8,17,65,275,2
Azhy,Defeat,24m 34s,Fiora,Teleport,Flash,2,4,1,13,20,168,2
Azhy,Victory,15m 15s,Riven,Ignite,Flash,2,2,0,11,12,120,1
Azhy,Defeat,24m 31s,Fiora,Teleport,Flash,3,6,6,13,50,159,7
어쩌라고맞짱뜰까,Remake,3m 17s,Kayn,Flash,Smite,0,0,0,1,0,0,0
어쩌라고맞짱뜰까,Victory,16m 7s,Veigar,Flash,Teleport,4,0,2,12,35,154,2
어쩌라고맞짱뜰까,Defeat,14m 29s,Graves,Flash,Ignite,1,3,2,10,25,108,1
어쩌라고맞짱뜰까,Victory,21m 11s,Rumble,Flash,Ignite,4,5,4,12,31,151,1
어쩌라고맞짱뜰까,Victory,28m 26s,Graves,Flash,Teleport,5,6,4,16,32,259,3
어쩌라고맞짱뜰까,Victory,25m 32s,Akali,Teleport,Ignite,18,3,4,16,55,164,0
어쩌라고맞짱뜰까,Victory,15m 14s,Yone,Flash,Teleport,2,2,2,12,18,147,1
어쩌라고맞짱뜰까,Defeat,19m 39s,Gwen,Teleport,Ignite,2,4,0,12,25,146,2
어쩌라고맞짱뜰까,Victory,27m 11s,Graves,Flash,Teleport,7,6,5,16,39,213,2
어쩌라고맞짱뜰까,Victory,38m 52s,Jayce,Flash,Teleport,5,13,14,18,42,271,4
어쩌라고맞짱뜰까,Victory,18m 59s,Lucian,Flash,Ignite,9,3,4,13,65,146,2
어쩌라고맞짱뜰까,Victory,21m 8s,Kayle,Flash,Teleport,1,5,7,12,27,169,1
어쩌라고맞짱뜰까,Defeat,16m 10s,Sylas,Flash,Teleport,1,3,3,11,57,130,1
어쩌라고맞짱뜰까,Defeat,21m 28s,Gangplank,Flash,Teleport,3,6,1,14,50,181,2
어쩌라고맞짱뜰까,Victory,16m 28s,Viktor,Flash,Cleanse,13,7,17,15,61,45,0
어쩌라고맞짱뜰까,Victory,39m 7s,Graves,Flash,Teleport,12,10,17,18,50,321,3
어쩌라고맞짱뜰까,Victory,23m 37s,Camille,Teleport,Ignite,4,5,2,14,21,159,5
어쩌라고맞짱뜰까,Defeat,27m 37s,Kennen,Flash,Teleport,2,8,4,14,30,178,4
어쩌라고맞짱뜰까,Victory,30m 53s,Rumble,Flash,Ignite,9,4,12,16,60,193,6
어쩌라고맞짱뜰까,Victory,29m 39s,Gwen,Ghost,Teleport,9,8,4,17,41,233,4
iuG1L,Defeat,15m 15s,Ezreal,Heal,Flash,0,6,1,8,14,81,1
iuG1L,Defeat,15m 20s,Samira,Cleanse,Flash,0,6,0,7,0,97,1
iuG1L,Defeat,15m 57s,Samira,Cleanse,Flash,3,4,2,9,56,102,2
iuG1L,Victory,34m 10s,Xayah,Heal,Flash,10,4,7,18,40,314,5
iuG1L,Defeat,34m 10s,Varus,Heal,Flash,8,8,10,15,42,217,5
iuG1L,Defeat,16m 35s,Orianna,Teleport,Flash,3,6,2,10,42,81,1
iuG1L,Defeat,24m 13s,Samira,Cleanse,Flash,1,5,3,12,20,162,4
iuG1L,Defeat,21m 52s,Xayah,Heal,Flash,3,6,4,11,39,144,1
iuG1L,Victory,15m 48s,Orianna,Teleport,Flash,0,3,0,10,0,111,2
iuG1L,Victory,16m 27s,Jinx,Exhaust,Flash,4,5,13,10,68,123,2
iuG1L,Defeat,30m 4s,Zeri,Heal,Flash,6,11,8,14,56,224,2
iuG1L,Defeat,20m 16s,Zeri,Heal,Flash,3,6,0,9,23,132,1
iuG1L,Defeat,23m 32s,Xayah,Heal,Flash,3,6,3,12,30,189,3
iuG1L,Victory,21m 53s,Caitlyn,Heal,Flash,6,5,4,12,40,153,2
iuG1L,Defeat,23m 48s,Caitlyn,Heal,Flash,7,6,8,13,68,168,5
iuG1L,Defeat,33m 13s,Ezreal,Heal,Flash,14,9,9,15,66,222,3
iuG1L,Defeat,26m 39s,Xayah,Heal,Flash,9,10,11,14,61,184,4
iuG1L,Victory,31m 37s,Jinx,Heal,Flash,13,9,16,17,62,224,2
iuG1L,Defeat,31m 9s,Ezreal,Heal,Flash,3,3,4,14,47,259,4
iuG1L,Defeat,29m 8s,Xayah,Heal,Flash,10,5,7,14,85,263,5
분당cs20개,Victory,24m 39s,Akali,Ignite,Teleport,8,5,4,15,33,179,2
분당cs20개,Defeat,32m 28s,Sylas,Ignite,Flash,4,8,4,17,26,267,6
분당cs20개,Victory,26m 7s,Ahri,Ignite,Flash,4,9,9,14,52,160,6
분당cs20개,Defeat,26m 17s,Akshan,Exhaust,Flash,8,8,7,16,50,206,4
분당cs20개,Victory,15m 23s,Lucian,Cleanse,Flash,9,3,8,9,57,94,3
분당cs20개,Defeat,21m 14s,Gragas,Teleport,Flash,1,8,4,12,36,128,2
분당cs20개,Defeat,25m 39s,Akali,Ignite,Teleport,10,8,9,15,58,166,5
분당cs20개,Victory,19m 29s,Yone,Teleport,Flash,8,3,9,14,47,193,5
분당cs20개,Victory,11m 4s,Pyke,Exhaust,Flash,1,3,5,10,26,60,0
분당cs20개,Defeat,15m 15s,Blitzcrank,Ignite,Flash,0,5,6,8,100,24,3
분당cs20개,Victory,22m 58s,Ahri,Ignite,Flash,4,3,7,14,33,182,5
분당cs20개,Victory,23m 19s,Akali,Teleport,Flash,3,3,6,14,28,148,4
분당cs20개,Victory,29m 20s,Akali,Ignite,Flash,11,3,3,17,33,213,4
분당cs20개,Defeat,21m 49s,Ahri,Teleport,Flash,5,6,2,12,58,173,6
분당cs20개,Victory,37m 44s,Ahri,Ignite,Flash,3,7,12,18,52,288,8
분당cs20개,Victory,23m 59s,Akshan,Ignite,Flash,7,6,10,14,52,173,6
분당cs20개,Victory,23m 30s,Sylas,Teleport,Flash,2,4,4,15,19,196,3
분당cs20개,Defeat,18m 43s,Karma,Ignite,Flash,3,7,3,9,40,34,5
분당cs20개,Victory,18m 45s,Akali,Ignite,Teleport,5,1,1,12,33,161,2
분당cs20개,Victory,30m 50s,Veigar,Teleport,Flash,9,6,9,16,56,219,6
Iove her,Victory,15m 40s,Jax,Flash,Ignite,1,3,0,10,6,120,1
Iove her,Victory,25m 34s,Nidalee,Flash,Smite,14,4,18,15,80,207,0
Iove her,Defeat,30m 41s,Qiyana,Flash,Ignite,9,9,4,16,39,181,2
Iove her,Defeat,23m 33s,Blitzcrank,Flash,Ignite,1,3,5,9,46,33,7
Iove her,Defeat,20m 33s,Irelia,Flash,Teleport,0,7,0,11,0,137,1
Iove her,Defeat,16m 10s,Irelia,Flash,Ignite,1,5,1,10,40,128,0
Iove her,Defeat,29m 24s,Qiyana,Flash,Smite,3,10,9,15,44,170,6
Iove her,Victory,22m 25s,Qiyana,Flash,Ignite,9,3,3,13,27,154,4
Iove her,Victory,16m 26s,Gwen,Flash,Ghost,15,9,22,18,64,46,0
Iove her,Victory,22m 40s,Zeri,Flash,Ghost,19,12,28,18,80,139,0
Iove her,Victory,8m 53s,Aatrox,Flash,Mark,17,4,14,11,97,31,0
Iove her,Victory,17m 46s,Camille,Flash,Mark,18,11,15,16,70,50,0
Iove her,Victory,31m 59s,Yone,Flash,Teleport,5,4,13,17,38,282,0
Iove her,Victory,23m 1s,Qiyana,Flash,Ignite,19,6,3,15,49,167,2
Iove her,Defeat,21m 49s,Irelia,Flash,Teleport,3,8,3,13,50,160,1
Iove her,Defeat,17m 51s,Qiyana,Flash,Ignite,4,5,4,11,62,123,1
Iove her,Defeat,29m 26s,Vex,Flash,Teleport,2,7,4,14,26,191,2
Iove her,Victory,24m 26s,Qiyana,Flash,Smite,12,1,7,15,56,143,5
Iove her,Victory,20m 37s,Ahri,Flash,Ignite,3,5,11,12,30,129,0
Iove her,Defeat,23m 50s,Graves,Flash,Teleport,1,5,0,11,8,145,1
Twitch 다훈갓,Victory,19m 27s,Bard,Flash,Ignite,4,4,5,9,45,21,10
Twitch 다훈갓,Victory,35m 43s,Bard,Flash,Ignite,6,5,20,16,72,32,13
Twitch 다훈갓,Defeat,28m 41s,Bard,Flash,Ignite,2,6,9,12,52,34,11
Twitch 다훈갓,Victory,34m 49s,Ahri,Flash,Ignite,5,6,14,17,45,214,6
Twitch 다훈갓,Defeat,31m 31s,Gangplank,Flash,Teleport,7,9,9,17,41,208,3
Twitch 다훈갓,Victory,34m 31s,Fiora,Flash,Ignite,5,11,6,16,22,189,3
Twitch 다훈갓,Victory,22m 8s,Wukong,Flash,Ignite,8,6,3,14,29,121,2
Twitch 다훈갓,Defeat,29m 6s,Sylas,Flash,Ignite,6,11,27,14,72,34,9
Twitch 다훈갓,Victory,32m 12s,Elise,Flash,Ignite,19,10,9,15,52,52,10
Twitch 다훈갓,Victory,37m 1s,LeBlanc,Flash,Ignite,19,14,20,16,65,20,6
Twitch 다훈갓,Defeat,19m 1s,Lee Sin,Flash,Smite,7,5,4,10,73,93,9
Twitch 다훈갓,Defeat,27m 26s,Rakan,Flash,Ignite,3,7,10,11,62,35,10
Twitch 다훈갓,Victory,26m 4s,Brand,Flash,Ignite,12,6,19,14,74,27,9
Twitch 다훈갓,Victory,19m 6s,Tryndamere,Ghost,Mark,17,10,34,18,72,69,0
Twitch 다훈갓,Victory,22m 27s,Bard,Flash,Ignite,2,2,22,13,57,22,11
Twitch 다훈갓,Defeat,27m 45s,Lee Sin,Flash,Smite,7,7,13,13,87,139,7
Twitch 다훈갓,Victory,28m 3s,Vi,Flash,Smite,7,3,14,16,58,202,7
