summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward,kda
Quad,1,1459,LeBlanc,Ignite,Flash,4,1,7,14,65,180,5,11.0
Quad,1,1864,Ryze,Teleport,Flash,6,3,11,17,55,258,9,5.7
Quad,1,1474,Syndra,Teleport,Flash,3,2,5,14,47,201,9,4.0
Quad,0,1541,Jinx,Heal,Flash,1,5,4,12,33,162,4,1.0
Quad,1,939,LeBlanc,Ignite,Flash,8,0,3,11,73,111,1,13.2
Quad,1,1504,Ahri,Teleport,Flash,12,1,13,14,78,179,8,25.0
Quad,1,917,Ahri,Teleport,Flash,7,0,3,12,50,130,5,12.0
Quad,1,968,Ahri,Teleport,Flash,4,1,14,11,62,123,3,18.0
Quad,1,1675,Cassiopeia,Exhaust,Flash,5,5,9,15,50,234,13,2.8
Quad,0,1772,Lucian,Heal,Flash,15,5,7,16,73,265,5,4.4
Quad,1,1693,Ryze,Teleport,Flash,9,4,15,16,62,230,7,6.0
Quad,1,935,Zoe,Ignite,Flash,11,1,3,11,70,125,2,14.0
Quad,0,1688,Kai'Sa,Ignite,Flash,4,7,3,14,54,215,6,1.0
Quad,1,1412,Yasuo,Ignite,Flash,6,4,6,14,46,178,3,3.0
킬러톱,1,1439,Cassiopeia,Flash,Teleport,8,0,4,15,39,237,3,14.4
킬러톱,0,1727,Cassiopeia,Flash,Heal,9,9,4,14,54,213,3,1.4
킬러톱,1,1624,Cassiopeia,Flash,Teleport,6,2,10,17,70,249,3,8.0
킬러톱,1,930,Cassiopeia,Flash,Exhaust,1,1,3,11,20,141,1,4.0
킬러톱,0,1396,Cassiopeia,Flash,Teleport,3,8,1,12,29,132,5,0.5
킬러톱,0,937,Cassiopeia,Flash,Teleport,2,5,0,9,33,96,1,0.4
킬러톱,1,1007,Cassiopeia,Flash,Ignite,2,1,1,12,15,159,4,3.0
킬러톱,0,1827,Cassiopeia,Flash,Heal,4,9,8,14,35,206,5,1.3
킬러톱,1,1609,Cassiopeia,Flash,Teleport,6,6,4,15,42,184,6,1.7
킬러톱,1,1255,Cassiopeia,Flash,Exhaust,1,4,8,11,35,132,4,2.2
킬러톱,0,2046,Cassiopeia,Flash,Teleport,3,11,12,16,43,187,5,1.4
킬러톱,1,1518,Cassiopeia,Flash,Heal,12,0,6,15,55,217,5,21.6
킬러톱,1,1967,Soraka,Flash,Exhaust,5,3,21,15,62,11,3,8.7
킬러톱,0,1307,Olaf,Flash,Exhaust,2,7,7,13,64,144,0,1.3
킬러톱,1,1621,Cassiopeia,Flash,Teleport,3,4,7,15,36,212,2,2.5
킬러톱,0,1288,Cassiopeia,Flash,Teleport,1,3,2,12,25,170,2,1.0
킬러톱,1,946,Cassiopeia,Flash,Teleport,3,5,0,10,13,92,4,0.6
킬러톱,0,2179,Cassiopeia,Flash,Teleport,5,10,9,17,30,199,6,1.4
킬러톱,1,1086,Cassiopeia,Flash,Teleport,6,0,1,13,41,181,3,8.4
킬러톱,0,1297,Cassiopeia,Flash,Teleport,5,7,1,13,27,150,1,0.9
22TOTY 정예찬,1,1265,Sylas,Flash,Teleport,7,4,5,13,41,131,2,3.0
22TOTY 정예찬,1,971,Gnar,Flash,Mark,16,8,23,16,80,55,0,4.9
22TOTY 정예찬,0,1207,Gwen,Flash,Ghost,7,13,25,18,65,31,0,2.5
22TOTY 정예찬,1,997,Varus,Flash,Cleanse,5,8,21,15,65,64,0,3.2
22TOTY 정예찬,1,921,Katarina,Flash,Cleanse,12,7,20,16,76,40,0,4.6
22TOTY 정예찬,1,973,Gwen,Flash,Ghost,13,11,25,16,59,37,0,3.5
22TOTY 정예찬,1,1543,Ahri,Flash,Exhaust,4,8,17,15,47,150,0,2.6
22TOTY 정예찬,0,915,Ahri,Flash,Exhaust,3,4,1,11,57,116,2,1.0
22TOTY 정예찬,1,1650,Vex,Flash,Ignite,9,5,8,16,55,215,2,3.4
22TOTY 정예찬,1,1039,Karma,Flash,Ignite,2,2,5,8,44,12,4,3.5
22TOTY 정예찬,1,1016,Ahri,Flash,Teleport,3,2,8,12,42,145,3,5.5
22TOTY 정예찬,1,1271,Ahri,Flash,Ignite,8,2,10,13,56,162,1,9.0
22TOTY 정예찬,0,1532,LeBlanc,Flash,Ignite,4,6,5,14,50,178,2,1.5
22TOTY 정예찬,1,975,Akshan,Flash,Exhaust,29,11,17,18,82,78,0,4.2
22TOTY 정예찬,1,1218,Yasuo,Flash,Exhaust,16,12,13,18,67,94,0,2.4
22TOTY 정예찬,1,1233,Tryndamere,Flash,Ghost,16,11,21,18,65,35,0,3.4
22TOTY 정예찬,1,1373,Viktor,Flash,Teleport,8,2,12,15,59,188,3,10.0
22TOTY 정예찬,1,1721,Kai'Sa,Flash,Exhaust,11,5,11,16,52,224,3,4.4
22TOTY 정예찬,1,1434,Ekko,Flash,Teleport,6,4,6,14,40,166,4,3.0
22TOTY 정예찬,1,1891,LeBlanc,Flash,Ignite,14,4,13,18,68,208,4,6.8
zzzusss,1,1280,Katarina,Flash,Mark,12,14,26,18,58,44,0,2.7
zzzusss,1,544,Diana,Flash,Mark,9,6,7,10,80,22,0,2.7
zzzusss,1,1221,Senna,Flash,Cleanse,16,8,19,17,92,108,0,4.4
zzzusss,1,1473,Renata Glasc,Flash,Ignite,2,2,16,13,51,13,9,9.0
zzzusss,0,1722,Yuumi,Exhaust,Ignite,0,4,22,14,76,3,8,5.5
zzzusss,0,1649,Renata Glasc,Flash,Ignite,4,9,16,13,69,39,12,2.2
zzzusss,0,1102,Karma,Flash,Ignite,1,6,5,9,60,23,6,1.0
zzzusss,1,1852,Zilean,Flash,Ignite,4,5,17,14,75,14,14,4.2
zzzusss,0,913,Nautilus,Flash,Ignite,0,5,6,8,100,27,4,1.2
zzzusss,1,1878,Renata Glasc,Flash,Ignite,1,5,12,14,37,21,10,2.6
zzzusss,1,2045,Karma,Flash,Ignite,8,5,18,15,67,24,7,5.2
zzzusss,0,936,Karma,Flash,Ignite,2,6,4,8,67,7,4,1.0
zzzusss,1,1266,Pyke,Flash,Ignite,3,6,15,10,62,31,5,3.0
zzzusss,1,1485,Renata Glasc,Flash,Ignite,4,6,8,10,60,14,13,2.0
zzzusss,1,2071,Renata Glasc,Flash,Ignite,2,6,37,16,80,17,15,6.5
zzzusss,0,1053,Sett,Flash,Ignite,2,3,3,9,45,30,4,1.7
zzzusss,0,1630,Karma,Flash,Ignite,1,7,11,11,57,27,10,1.7
zzzusss,1,1570,Jhin,Flash,Heal,8,3,10,14,78,208,3,6.0
zzzusss,1,946,Karma,Flash,Ignite,4,2,10,9,50,9,6,7.0
zzzusss,0,1111,Karma,Flash,Ignite,1,3,3,8,44,22,6,1.3
qqcccc,1,1628,Xayah,Cleanse,Flash,10,3,11,16,54,215,2,7.0
qqcccc,1,2128,Ezreal,Heal,Flash,12,9,12,17,71,252,0,2.7
qqcccc,0,1203,Ezreal,Heal,Flash,0,7,0,10,0,153,0,0.0
qqcccc,0,1668,Ezreal,Cleanse,Flash,2,7,7,13,35,212,1,1.3
qqcccc,1,967,Gnar,Teleport,Flash,0,3,2,11,12,127,1,0.7
qqcccc,0,943,Irelia,Ignite,Teleport,0,6,2,10,20,119,1,0.3
qqcccc,1,1360,Ezreal,Heal,Flash,4,3,11,14,47,182,0,5.0
qqcccc,0,1979,Samira,Cleanse,Flash,3,18,9,15,32,202,0,0.7
qqcccc,0,1020,Camille,Ignite,Teleport,1,7,1,9,29,64,0,0.3
qqcccc,1,2202,Xayah,Heal,Flash,11,5,12,18,59,313,2,4.6
qqcccc,0,1259,Samira,Exhaust,Flash,2,7,5,10,35,148,1,1.0
qqcccc,1,1500,Lucian,Heal,Flash,8,3,5,14,42,229,1,4.3
qqcccc,0,1322,Viego,Smite,Flash,2,6,8,13,77,151,2,1.7
qqcccc,1,956,Ezreal,Heal,Flash,4,3,4,9,38,120,0,2.7
qqcccc,1,1852,Ezreal,Heal,Flash,13,5,10,16,82,296,0,4.6
qqcccc,0,952,Nautilus,Ignite,Flash,2,8,3,7,50,19,4,0.6
qqcccc,0,1053,Samira,Cleanse,Flash,7,8,7,11,74,112,0,1.8
qqcccc,0,1831,Lucian,Cleanse,Flash,7,8,5,14,57,231,0,1.5
Leminem,0,1638,Kayle,Teleport,Flash,10,7,1,16,38,265,0,1.6
Leminem,0,1609,Karthus,Smite,Flash,9,6,4,14,59,199,0,2.2
Leminem,0,2035,Veigar,Teleport,Flash,11,10,6,18,46,283,0,1.7
Leminem,0,1669,Veigar,Teleport,Flash,10,6,4,17,48,257,1,2.3
Leminem,1,2094,Karthus,Smite,Flash,10,5,17,18,73,264,0,5.4
Leminem,1,1233,Karthus,Smite,Flash,8,4,7,13,56,174,0,3.8
Leminem,0,1647,Veigar,Teleport,Flash,3,9,1,14,20,189,0,0.4
Leminem,1,1936,Veigar,Teleport,Flash,7,6,7,18,30,294,0,2.3
Leminem,0,1123,Yone,Teleport,Flash,0,4,1,11,25,139,1,0.2
Leminem,1,1774,Kayle,Teleport,Flash,18,6,5,18,82,304,0,3.8
Leminem,1,917,Veigar,Teleport,Flash,11,2,2,12,52,154,0,6.5
Leminem,1,1868,Corki,Teleport,Flash,5,10,11,17,52,240,0,1.6
Leminem,0,1325,Viktor,Teleport,Flash,1,8,4,13,38,188,0,0.6
Leminem,1,1027,Veigar,Teleport,Flash,5,1,4,13,36,185,0,9.0
Leminem,1,1663,Viktor,Teleport,Flash,10,6,8,17,46,264,0,3.0
Leminem,0,1288,Xerath,Teleport,Flash,4,4,0,13,50,196,0,1.0
Leminem,0,1465,Xerath,Teleport,Flash,1,5,3,13,29,178,0,0.8
Leminem,1,1365,Veigar,Teleport,Flash,5,2,1,15,21,220,0,3.0
Leminem,0,1545,Veigar,Teleport,Flash,7,6,2,15,47,235,1,1.5
Leminem,0,1804,Zilean,Teleport,Flash,0,5,13,15,52,194,0,2.6
asdasasdasd,1,1363,Nautilus,Flash,Ignite,2,6,13,11,58,27,10,2.5
asdasasdasd,0,1660,Karma,Flash,Ignite,1,9,2,11,20,29,11,0.3
asdasasdasd,1,1698,Nautilus,Flash,Ignite,4,0,10,13,45,23,13,16.8
asdasasdasd,0,1278,Leona,Flash,Ignite,0,5,5,9,38,26,8,1.0
asdasasdasd,1,1793,Alistar,Flash,Ignite,1,3,18,13,56,37,15,6.3
asdasasdasd,1,2038,Leona,Flash,Ignite,3,4,18,14,66,38,18,5.2
asdasasdasd,0,2421,Alistar,Flash,Ignite,1,5,15,16,64,45,20,3.2
asdasasdasd,0,1354,Nautilus,Flash,Ignite,1,3,9,10,53,33,9,3.3
asdasasdasd,0,1403,Alistar,Flash,Ignite,2,7,7,9,50,27,11,1.3
asdasasdasd,1,1465,Nautilus,Flash,Ignite,2,6,19,13,72,24,12,3.5
asdasasdasd,1,960,Nautilus,Flash,Ignite,2,2,3,8,22,27,5,2.5
asdasasdasd,1,1638,Nautilus,Flash,Ignite,1,8,17,13,49,27,14,2.2
asdasasdasd,1,1609,Nautilus,Flash,Ignite,2,7,12,12,35,32,11,2.0
asdasasdasd,1,1445,Rakan,Flash,Ignite,5,2,23,12,93,31,11,14.0
asdasasdasd,0,2004,Ezreal,Flash,Heal,4,4,11,15,58,261,4,3.8
asdasasdasd,1,1128,Nautilus,Flash,Ignite,1,3,15,10,53,38,9,5.3
asdasasdasd,0,1768,Leona,Flash,Ignite,2,5,18,13,71,34,13,4.0
asdasasdasd,1,1733,Nautilus,Flash,Ignite,0,5,20,13,44,28,16,4.0
asdasasdasd,1,1203,Nautilus,Flash,Ignite,1,1,10,10,52,29,8,11.0
kamaru,0,1445,Yasuo,Exhaust,Flash,6,7,6,12,75,205,1,1.7
kamaru,1,2004,Yone,Ignite,Flash,5,4,5,17,40,278,2,2.5
kamaru,0,1970,Yasuo,Exhaust,Flash,1,9,6,15,33,259,3,0.8
kamaru,1,1916,Yasuo,Ignite,Flash,13,2,10,18,62,303,1,11.5
kamaru,0,1637,Yasuo,Ignite,Flash,3,10,4,14,64,216,3,0.7
kamaru,0,1842,Yone,Cleanse,Flash,3,8,7,16,29,246,2,1.2
kamaru,1,969,Yasuo,Exhaust,Flash,15,1,8,11,61,134,0,23.0
kamaru,0,1415,Yone,Ignite,Flash,6,6,5,13,46,163,2,1.8
kamaru,1,1211,Yasuo,Exhaust,Flash,10,2,5,14,47,178,1,7.5
kamaru,1,1922,Yasuo,Exhaust,Flash,12,7,12,17,52,302,3,3.4
kamaru,1,1114,Yone,Ignite,Flash,3,3,3,12,35,156,2,2.0
kamaru,0,1687,Yone,Teleport,Flash,7,8,4,15,41,217,4,1.4
kamaru,0,1531,Yasuo,Ignite,Flash,5,9,10,13,52,163,2,1.7
kamaru,1,1318,Yasuo,Ignite,Flash,11,3,9,14,74,201,3,6.7
kamaru,1,1803,Yone,Teleport,Flash,8,6,8,17,44,279,3,2.7
kamaru,1,1041,Yone,Exhaust,Flash,4,0,9,12,45,183,0,15.6
kamaru,1,1755,Yone,Ignite,Flash,6,6,6,17,40,301,2,2.0
kamaru,1,1541,Yone,Exhaust,Flash,4,1,8,16,44,255,1,12.0
kamaru,1,939,Yone,Ignite,Flash,4,2,1,11,19,132,0,2.5
kamaru,0,925,Yasuo,Ignite,Flash,2,7,2,10,57,117,0,0.6
Samver,1,1453,Alistar,Ignite,Flash,1,3,18,12,73,30,4,6.3
Samver,0,1210,Lucian,Heal,Flash,1,9,2,10,27,117,1,0.3
Samver,1,1233,Vex,Ignite,Flash,15,1,5,14,63,162,3,20.0
Samver,1,861,Lucian,Heal,Flash,4,2,0,8,25,100,1,2.0
Samver,1,972,Vayne,Heal,Flash,1,1,5,10,32,129,1,6.0
Samver,0,1451,Vayne,Heal,Flash,0,6,3,11,60,171,2,0.5
Samver,1,1345,Lucian,Teleport,Flash,5,3,9,15,32,192,4,4.7
Samver,1,1472,Ezreal,Heal,Flash,9,2,7,15,50,217,3,8.0
Samver,1,2409,Lucian,Heal,Flash,15,10,15,18,56,351,4,3.0
Samver,1,1539,Kai'Sa,Heal,Flash,5,7,7,15,24,201,2,1.7
Samver,0,1678,Samira,Exhaust,Flash,11,12,1,13,55,166,1,1.0
Samver,0,1452,Xayah,Heal,Flash,2,5,3,12,28,132,0,1.0
Samver,1,1806,Ezreal,Flash,Heal,6,5,7,16,37,245,3,2.6
Samver,0,1785,Samira,Cleanse,Flash,13,10,5,15,67,209,4,1.8
Samver,1,1265,Ezreal,Heal,Flash,8,3,12,13,48,179,2,6.7
Samver,1,1622,Ezreal,Heal,Flash,5,8,19,15,53,197,1,3.0
Samver,1,1146,Kai'Sa,Ignite,Flash,4,1,6,12,53,148,4,10.0
Samver,0,1207,Ezreal,Heal,Flash,3,11,8,10,65,80,1,1.0
Samver,1,1389,Ezreal,Heal,Flash,14,4,11,13,76,190,1,6.2
Samver,0,1575,Jinx,Heal,Flash,9,9,4,15,48,207,1,1.4
신상공원,1,941,Miss Fortune,Heal,Flash,6,0,4,10,77,145,2,12.0
신상공원,0,1777,Miss Fortune,Heal,Flash,6,9,8,15,50,232,5,1.6
신상공원,1,1434,Miss Fortune,Heal,Flash,3,6,8,13,39,177,2,1.8
신상공원,1,1539,Xayah,Heal,Flash,6,3,10,15,52,204,1,5.3
신상공원,0,1824,Xayah,Heal,Flash,5,3,9,16,37,263,3,4.7
신상공원,0,1066,Ezreal,Heal,Flash,3,9,2,9,33,96,0,0.6
신상공원,1,1371,Lucian,Heal,Flash,4,3,9,13,43,174,3,4.3
신상공원,1,1973,Xayah,Heal,Flash,3,2,2,16,23,309,4,2.5
신상공원,0,2199,Nautilus,Ignite,Flash,2,9,18,16,44,37,14,2.2
신상공원,0,1251,Jhin,Heal,Flash,3,5,7,11,67,151,3,2.0
신상공원,1,2465,Kai'Sa,Heal,Flash,16,9,11,18,56,321,5,3.0
신상공원,1,1061,Renata Glasc,Ignite,Flash,3,3,12,9,58,15,4,5.0
신상공원,1,960,Xayah,Heal,Flash,4,2,6,10,29,126,2,5.0
신상공원,1,1589,Xayah,Heal,Flash,7,6,13,15,56,213,4,3.3
신상공원,1,2049,Xayah,Heal,Flash,13,4,8,17,68,350,6,5.2
신상공원,1,2104,Karma,Ignite,Flash,5,7,18,15,62,28,12,3.3
신상공원,1,913,Karma,Ignite,Flash,1,3,7,8,42,5,6,2.7
신상공원,0,1525,Jinx,Heal,Flash,8,5,3,13,58,220,4,2.2
신상공원,1,935,Jhin,Heal,Flash,8,1,3,10,34,126,1,11.0
신상공원,0,980,Kai'Sa,Heal,Flash,4,6,4,9,73,113,1,1.3
T1 Smash1,1,2127,Kai'Sa,Heal,Flash,7,6,13,18,57,302,7,3.3
T1 Smash1,0,1600,Nautilus,Ignite,Flash,1,8,13,11,61,31,7,1.8
T1 Smash1,0,893,Ornn,Ghost,Flash,4,8,15,14,66,65,0,2.4
T1 Smash1,1,1685,Draven,Cleanse,Flash,10,3,6,15,39,253,5,5.3
T1 Smash1,1,1147,Draven,Heal,Flash,8,4,4,12,50,172,2,3.0
T1 Smash1,1,1031,Samira,Cleanse,Flash,4,5,10,10,64,119,3,2.8
T1 Smash1,1,999,Draven,Heal,Flash,1,2,8,11,39,147,2,4.5
T1 Smash1,0,916,Kai'Sa,Heal,Flash,1,7,0,8,50,94,0,0.1
T1 Smash1,1,2349,Miss Fortune,Heal,Flash,3,3,16,18,48,337,8,6.3
T1 Smash1,0,1852,Jinx,Heal,Flash,4,9,9,15,54,252,4,1.4
T1 Smash1,1,1543,Xayah,Exhaust,Flash,10,3,3,14,50,215,2,4.3
T1 Smash1,0,1451,Kai'Sa,Heal,Flash,2,6,3,12,38,171,1,0.8
T1 Smash1,1,1791,Kai'Sa,Heal,Flash,15,5,11,17,59,303,3,5.2
T1 Smash1,0,1301,Jinx,Heal,Flash,4,6,5,11,69,183,3,1.5
T1 Smash1,1,1154,Camille,Ignite,Flash,5,5,9,11,38,61,1,2.8
T1 Smash1,1,1708,Jinx,Heal,Flash,8,3,8,16,39,276,5,5.3
T1 Smash1,1,1332,Jinx,Heal,Flash,8,2,9,13,63,182,3,8.5
T1 Smash1,1,1963,Miss Fortune,Heal,Flash,11,10,13,17,59,248,6,2.4
T1 Smash1,1,1337,Draven,Cleanse,Flash,17,4,6,14,53,196,4,5.8
T1 Smash1,1,1982,Miss Fortune,Heal,Flash,13,4,12,17,66,312,8,6.2
Uneasy12,1,1509,Twitch,Cleanse,Flash,15,2,4,14,63,237,0,9.5
Uneasy12,1,1502,Twitch,Heal,Flash,9,1,5,14,67,234,2,14.0
Uneasy12,1,2004,Jhin,Heal,Flash,8,6,5,15,52,259,5,2.2
Uneasy12,0,1440,Ezreal,Exhaust,Flash,5,8,4,12,53,146,0,1.1
Uneasy12,1,943,Ezreal,Heal,Flash,4,4,4,9,27,99,0,2.0
Uneasy12,1,1220,Aphelios,Heal,Flash,7,4,5,12,46,162,3,3.0
Uneasy12,1,1531,Ezreal,Exhaust,Flash,7,3,14,15,78,205,1,7.0
Uneasy12,1,1203,Ezreal,Heal,Flash,1,2,5,11,27,159,2,3.0
Uneasy12,1,1396,Rakan,Exhaust,Flash,2,3,18,12,87,34,10,6.7
Uneasy12,1,1169,Kai'Sa,Exhaust,Flash,9,4,7,12,48,176,0,4.0
Uneasy12,0,1271,Samira,Cleanse,Flash,3,7,2,11,38,186,2,0.7
Uneasy12,1,1240,Katarina,Ignite,Flash,10,0,4,14,54,156,2,16.8
Uneasy12,1,893,Twitch,Exhaust,Flash,14,2,2,10,53,119,1,8.0
Uneasy12,0,1774,Twitch,Exhaust,Flash,10,12,8,15,64,201,4,1.5
Uneasy12,1,1261,Zeri,Exhaust,Flash,3,3,2,12,23,181,2,1.7
Uneasy12,1,1565,Lee Sin,Ignite,Flash,12,4,13,15,63,166,0,6.2
Uneasy12,1,1615,Kai'Sa,Heal,Flash,8,4,22,15,64,200,3,7.5
Uneasy12,1,1600,Aphelios,Heal,Flash,12,5,9,14,70,201,1,4.2
Uneasy12,0,1528,Aphelios,Heal,Flash,6,8,4,13,29,156,2,1.2
Uneasy12,1,1412,Aphelios,Cleanse,Flash,5,6,12,13,39,177,2,2.8
우찬굳,1,1125,Viego,Smite,Flash,6,1,3,13,35,164,4,9.0
우찬굳,1,1403,Jax,Smite,Flash,14,2,5,15,50,169,2,9.5
우찬굳,0,1465,Lee Sin,Smite,Flash,6,9,10,14,50,147,8,1.8
우찬굳,0,1272,Diana,Smite,Flash,4,5,3,12,64,162,2,1.4
우찬굳,1,1250,Karthus,Smite,Flash,7,5,13,14,51,168,2,4.0
우찬굳,1,1669,Lee Sin,Smite,Flash,5,5,12,15,49,167,7,3.4
우찬굳,1,1481,LeBlanc,Teleport,Flash,9,1,11,15,51,177,0,20.0
우찬굳,0,1333,Viktor,Teleport,Flash,0,8,2,12,14,158,0,0.2
우찬굳,0,1015,Karthus,Smite,Flash,3,2,0,10,60,124,0,1.5
우찬굳,1,1647,Karthus,Smite,Flash,9,1,5,18,40,305,2,14.0
우찬굳,0,917,Viego,Smite,Flash,2,6,2,9,50,90,5,0.7
우찬굳,1,1868,Xin Zhao,Smite,Flash,5,10,8,15,42,168,3,1.3
우찬굳,0,1312,Karthus,Smite,Flash,7,8,4,12,61,117,1,1.4
우찬굳,1,1027,Viego,Smite,Flash,5,3,3,10,32,104,2,2.7
우찬굳,1,1637,Viego,Smite,Flash,13,4,9,15,61,173,8,5.5
우찬굳,1,1309,Rek'Sai,Smite,Flash,5,2,8,13,57,152,6,6.5
우찬굳,1,1188,Lee Sin,Smite,Flash,8,1,8,12,73,138,4,16.0
우찬굳,1,1432,Graves,Smite,Flash,5,2,9,15,58,184,3,7.0
우찬굳,1,1612,Rek'Sai,Smite,Flash,6,5,5,15,35,160,3,2.2
우찬굳,1,1462,Graves,Smite,Flash,5,4,15,14,59,176,4,5.0
유튜브야망구독,1,1481,Diana,Flash,Mark,12,11,21,18,52,50,0,3.0
유튜브야망구독,1,1509,Qiyana,Flash,Ignite,4,6,11,13,47,146,5,2.5
유튜브야망구독,0,1347,Qiyana,Flash,Ignite,5,4,5,14,63,177,3,2.5
유튜브야망구독,1,1591,Qiyana,Flash,Ignite,8,2,8,16,48,201,3,8.0
유튜브야망구독,1,938,Qiyana,Flash,Ignite,2,0,3,11,50,118,2,6.0
유튜브야망구독,1,2179,Yasuo,Flash,Exhaust,5,9,10,18,36,255,1,1.7
유튜브야망구독,0,1540,Qiyana,Flash,Ignite,10,6,3,14,46,176,4,2.2
유튜브야망구독,1,949,Qiyana,Flash,Ignite,3,2,2,11,19,124,2,2.5
유튜브야망구독,1,1607,Qiyana,Flash,Ignite,4,7,8,15,32,189,2,1.7
유튜브야망구독,1,2032,Qiyana,Flash,Ignite,9,9,6,17,54,231,5,1.7
유튜브야망구독,1,1301,Qiyana,Flash,Ignite,7,2,8,14,54,140,6,7.5
유튜브야망구독,1,1180,Xayah,Flash,Cleanse,11,8,23,18,63,87,0,4.2
유튜브야망구독,1,1591,Yone,Flash,Ignite,4,4,7,14,37,179,0,2.8
유튜브야망구독,1,1234,Qiyana,Flash,Ignite,4,0,4,13,42,158,2,9.6
유튜브야망구독,1,912,Yasuo,Flash,Exhaust,4,0,4,12,42,140,2,9.6
유튜브야망구독,1,1719,Qiyana,Flash,Ignite,12,7,5,17,55,190,7,2.4
유튜브야망구독,0,1661,Qiyana,Flash,Ignite,6,10,3,15,35,178,1,0.9
유튜브야망구독,0,967,Qiyana,Flash,Ignite,3,6,1,10,67,108,1,0.7
유튜브야망구독,0,1745,Qiyana,Flash,Ignite,3,6,6,16,33,180,4,1.5
유튜브야망구독,0,1680,Qiyana,Flash,Ignite,9,6,4,16,38,200,4,2.2
호랑이는공룡알,0,2296,LeBlanc,Ignite,Flash,10,9,8,16,62,191,5,2.0
호랑이는공룡알,0,1660,Vex,Ignite,Flash,3,11,4,13,47,178,5,0.6
호랑이는공룡알,1,1871,LeBlanc,Teleport,Flash,6,3,4,16,32,217,4,3.3
호랑이는공룡알,1,959,LeBlanc,Ignite,Flash,5,1,3,11,36,121,2,8.0
호랑이는공룡알,0,1351,Yone,Teleport,Flash,6,7,2,13,47,201,2,1.1
호랑이는공룡알,1,1609,Sylas,Teleport,Flash,7,6,13,16,50,188,5,3.3
호랑이는공룡알,1,1445,Sylas,Teleport,Flash,11,3,8,14,63,200,2,6.3
호랑이는공룡알,0,1550,Ahri,Ignite,Flash,6,2,6,15,86,227,2,6.0
호랑이는공룡알,1,2094,Yone,Teleport,Flash,4,8,16,18,54,256,3,2.5
호랑이는공룡알,1,1680,Sylas,Teleport,Flash,18,5,7,17,64,200,3,5.0
호랑이는공룡알,1,1627,LeBlanc,Ignite,Flash,11,7,5,15,36,185,2,2.3
호랑이는공룡알,1,1477,Vex,Ignite,Flash,11,4,6,15,59,174,2,4.2
호랑이는공룡알,0,1902,Ahri,Exhaust,Flash,9,3,9,16,69,232,1,6.0
호랑이는공룡알,0,2567,Renekton,Ignite,Flash,8,11,13,18,58,275,6,1.9
호랑이는공룡알,0,979,Ahri,Teleport,Flash,1,4,1,10,33,127,3,0.5
호랑이는공룡알,0,1203,LeBlanc,Ignite,Flash,2,7,1,10,38,120,4,0.4
호랑이는공룡알,1,1328,Ahri,Teleport,Flash,3,2,4,12,35,160,4,3.5
호랑이는공룡알,0,1318,LeBlanc,Teleport,Flash,2,3,1,13,30,171,3,1.0
호랑이는공룡알,1,1377,Akali,Teleport,Flash,8,2,2,13,33,183,6,5.0
DK Lucid,1,1294,Graves,Smite,Flash,14,3,9,14,74,168,4,7.7
DK Lucid,1,1278,Ezreal,Heal,Flash,5,3,9,12,61,149,1,4.7
DK Lucid,1,1585,Viego,Smite,Flash,12,2,14,15,76,148,14,13.0
DK Lucid,0,1686,Karma,Ignite,Flash,3,6,11,12,54,20,15,2.3
DK Lucid,0,1211,Leona,Ignite,Flash,1,9,9,9,67,24,7,1.1
DK Lucid,0,1024,Karma,Ignite,Flash,1,7,9,8,71,11,8,1.4
DK Lucid,1,1311,Nidalee,Smite,Flash,5,2,9,12,67,144,6,7.0
DK Lucid,1,1390,Diana,Smite,Flash,10,2,14,15,67,202,5,12.0
DK Lucid,0,958,Akali,Teleport,Flash,0,3,1,10,13,94,1,0.3
DK Lucid,0,1492,Viego,Smite,Flash,5,6,2,12,70,150,4,1.2
DK Lucid,0,1692,Nidalee,Smite,Flash,7,9,4,12,52,143,6,1.2
DK Lucid,0,1576,Trundle,Smite,Flash,3,6,6,13,45,118,5,1.5
DK Lucid,0,987,Trundle,Smite,Flash,3,1,2,9,71,85,1,5.0
DK Lucid,1,1658,Trundle,Smite,Flash,4,5,12,13,50,114,7,3.2
DK Lucid,0,1411,Akali,Teleport,Flash,6,5,4,13,43,146,6,2.0
DK Lucid,1,1259,Trundle,Smite,Flash,8,1,3,11,73,92,5,11.0
DK Lucid,0,1683,Twisted Fate,Teleport,Flash,3,6,7,14,56,161,6,1.7
DK Lucid,0,1902,Irelia,Teleport,Flash,5,10,5,17,26,240,5,1.0
DK Lucid,1,1882,Graves,Smite,Flash,13,2,13,18,67,244,6,13.0
DK Lucid,0,1660,Viego,Smite,Flash,4,9,8,14,52,134,13,1.3
행복한 태윤이,1,1265,Xayah,Flash,Heal,9,3,8,13,59,193,3,5.7
행복한 태윤이,1,1972,Samira,Flash,Cleanse,8,4,4,17,44,295,5,3.0
행복한 태윤이,1,935,Twitch,Flash,Cleanse,10,3,2,10,46,101,6,4.0
행복한 태윤이,1,1304,Xayah,Flash,Heal,6,4,6,13,41,203,3,3.0
행복한 태윤이,0,1179,Kalista,Flash,Cleanse,3,6,4,11,35,169,1,1.2
행복한 태윤이,1,1910,Varus,Flash,Cleanse,14,8,12,16,53,236,12,3.2
행복한 태윤이,1,1888,Aphelios,Flash,Heal,3,4,10,16,43,281,7,3.2
